latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
29.86023,-94.03178,348.1,0.42,0.45,2020-12-07,1942,1,nominal,2.0NRT,290.8,7.8,D
29.86487,-94.02794,333.5,0.42,0.45,2020-12-07,1942,1,nominal,2.0NRT,292.7,27.3,D
29.86442,-94.03234,355.2,0.42,0.45,2020-12-07,1942,1,nominal,2.0NRT,290.7,7.8,D
29.86997,-94.01968,351.3,0.42,0.46,2020-12-07,1942,1,nominal,2.0NRT,292.1,8.9,D
29.86951,-94.02409,339.6,0.42,0.46,2020-12-07,1942,1,nominal,2.0NRT,289.9,5.8,D
27.64583,-108.18344,328.7,0.57,0.52,2020-12-07,1942,1,nominal,2.0NRT,287.6,3.5,D
29.32933,-99.1215,327.6,0.39,0.36,2020-12-07,1942,1,nominal,2.0NRT,298,1.8,D
29.57442,-98.03318,342.5,0.42,0.37,2020-12-07,1942,1,nominal,2.0NRT,297.9,3.9,D
29.57434,-98.03193,343.6,0.42,0.37,2020-12-07,1942,1,nominal,2.0NRT,300.2,5.8,D
30.39235,-90.7007,349.8,0.34,0.56,2020-12-07,1942,1,nominal,2.0NRT,288.6,6,D
30.39208,-90.70424,342.1,0.34,0.56,2020-12-07,1942,1,nominal,2.0NRT,288.7,4.8,D
29.86116,-96.22767,336.1,0.49,0.4,2020-12-07,1942,1,nominal,2.0NRT,294.2,4.5,D
30.51831,-91.3306,344,0.62,0.54,2020-12-07,1942,1,nominal,2.0NRT,290.2,8.5,D
30.49707,-91.54318,327.3,0.6,0.53,2020-12-07,1942,1,nominal,2.0NRT,291.1,4.7,D
30.87474,-84.71349,330.6,0.78,0.78,2020-12-07,1942,1,nominal,2.0NRT,285,6.7,D
30.51905,-91.33135,338.2,0.62,0.54,2020-12-07,1942,1,nominal,2.0NRT,289.7,9.1,D
29.7483,-98.96993,335.5,0.4,0.37,2020-12-07,1942,1,nominal,2.0NRT,300.1,9.6,D
30.14034,-96.07809,344.3,0.5,0.41,2020-12-07,1942,1,nominal,2.0NRT,294.1,7,D
30.14968,-96.32761,333.6,0.49,0.4,2020-12-07,1942,1,nominal,2.0NRT,292.6,3.6,D
30.93611,-88.01226,326.5,0.5,0.66,2020-12-07,1942,1,nominal,2.0NRT,289,4.8,D
30.5463,-93.45284,336.7,0.47,0.47,2020-12-07,1942,1,nominal,2.0NRT,288.8,3.1,D
30.307,-95.84094,333.8,0.52,0.41,2020-12-07,1942,1,nominal,2.0NRT,291.3,4.5,D
30.79294,-91.72545,337.9,0.59,0.53,2020-12-07,1942,1,nominal,2.0NRT,290.9,13.7,D
30.7961,-91.72135,337.3,0.59,0.53,2020-12-07,1942,1,nominal,2.0NRT,288.2,6.7,D
30.80277,-92.16246,338,0.56,0.51,2020-12-07,1942,1,nominal,2.0NRT,288.9,7.5,D
31.14729,-87.98589,325.9,0.5,0.66,2020-12-07,1942,1,nominal,2.0NRT,289.4,4.9,D
30.44154,-96.16506,340.3,0.5,0.41,2020-12-07,1942,1,nominal,2.0NRT,293.7,7.9,D
30.85035,-93.25539,331.3,0.48,0.48,2020-12-07,1942,1,nominal,2.0NRT,288.1,3,D
31.20946,-89.2353,356.9,0.42,0.61,2020-12-07,1942,1,low,2.0NRT,287,5,D
31.21514,-89.23575,326.3,0.42,0.61,2020-12-07,1942,1,nominal,2.0NRT,285.1,5,D
31.21186,-89.23505,353.3,0.42,0.61,2020-12-07,1942,1,nominal,2.0NRT,286.1,9.2,D
31.21158,-89.23954,346.4,0.42,0.61,2020-12-07,1942,1,nominal,2.0NRT,288.7,8.8,D
31.02516,-92.58585,328.5,0.53,0.5,2020-12-07,1942,1,nominal,2.0NRT,287.5,2.9,D
30.8603,-94.63822,343.6,0.4,0.44,2020-12-07,1942,1,nominal,2.0NRT,291.5,6.8,D
31.06504,-93.55998,339.6,0.47,0.47,2020-12-07,1942,1,nominal,2.0NRT,288.5,4.7,D
30.97164,-94.4929,339,0.41,0.45,2020-12-07,1942,1,nominal,2.0NRT,289.4,5,D
30.97117,-94.49722,338,0.41,0.45,2020-12-07,1942,1,nominal,2.0NRT,290.2,5,D
30.96975,-94.4931,338.5,0.41,0.45,2020-12-07,1942,1,nominal,2.0NRT,289.3,4.9,D
30.96931,-94.49741,337.2,0.41,0.45,2020-12-07,1942,1,nominal,2.0NRT,290.4,4.9,D
31.06561,-93.55946,337.4,0.47,0.47,2020-12-07,1942,1,nominal,2.0NRT,287.3,3.6,D
30.69834,-97.81523,328.8,0.43,0.38,2020-12-07,1942,1,nominal,2.0NRT,297.6,2.6,D
30.70124,-97.90259,330.2,0.43,0.38,2020-12-07,1942,1,nominal,2.0NRT,298.8,3.4,D
30.80614,-97.33758,328.3,0.45,0.39,2020-12-07,1942,1,nominal,2.0NRT,292.8,2.3,D
30.96434,-97.59344,344.3,0.44,0.38,2020-12-07,1942,1,nominal,2.0NRT,292.4,5.7,D
31.50165,-93.23866,337.5,0.49,0.49,2020-12-07,1942,1,nominal,2.0NRT,287.7,3.2,D
31.50563,-93.24441,335.2,0.49,0.49,2020-12-07,1942,1,nominal,2.0NRT,289.8,8.2,D
31.50613,-93.23921,356.6,0.49,0.49,2020-12-07,1942,1,low,2.0NRT,289.1,12.1,D
31.51061,-93.23975,338.3,0.49,0.49,2020-12-07,1942,1,nominal,2.0NRT,289.8,12.1,D
31.51011,-93.24495,333.8,0.49,0.49,2020-12-07,1942,1,nominal,2.0NRT,292.4,8.2,D
31.0151,-98.69331,327.2,0.41,0.37,2020-12-07,1942,1,nominal,2.0NRT,298.1,2.6,D
31.60436,-95.38329,326.6,0.56,0.43,2020-12-07,1942,1,nominal,2.0NRT,289.9,2.7,D
31.79969,-93.9789,339.7,0.45,0.47,2020-12-07,1942,1,nominal,2.0NRT,290.6,7.7,D
31.79922,-93.98371,327.4,0.45,0.47,2020-12-07,1942,1,nominal,2.0NRT,288.8,7.7,D
31.80353,-93.98426,337.2,0.45,0.47,2020-12-07,1942,1,nominal,2.0NRT,289.9,7.7,D
31.39911,-97.6856,331.3,0.44,0.38,2020-12-07,1942,1,nominal,2.0NRT,294.4,2.9,D
31.81439,-94.47226,329.7,0.42,0.45,2020-12-07,1942,1,nominal,2.0NRT,289.4,5.7,D
31.58436,-96.58044,326.7,0.49,0.4,2020-12-07,1942,1,nominal,2.0NRT,293.1,2.4,D
31.83345,-94.8725,367,0.4,0.44,2020-12-07,1942,1,high,2.0NRT,294,6.2,D
31.83301,-94.87669,367,0.4,0.44,2020-12-07,1942,1,high,2.0NRT,294.3,16.3,D
31.83389,-94.86833,328.3,0.4,0.44,2020-12-07,1942,1,nominal,2.0NRT,287.6,6.2,D
31.83754,-94.87306,328.2,0.4,0.44,2020-12-07,1942,1,nominal,2.0NRT,289,6.2,D
28.96505,-111.50629,367,0.42,0.61,2020-12-07,1942,1,high,2.0NRT,309.4,10,D
31.95153,-94.84857,346.3,0.4,0.45,2020-12-07,1942,1,nominal,2.0NRT,291.2,5.1,D
31.67994,-97.65923,327.7,0.44,0.39,2020-12-07,1942,1,nominal,2.0NRT,290.1,1.4,D
31.679,-97.66298,328.7,0.44,0.39,2020-12-07,1942,1,nominal,2.0NRT,291.2,1.7,D
30.13174,-107.28434,345.1,0.45,0.47,2020-12-07,1942,1,nominal,2.0NRT,299.7,7,D
31.92395,-96.1142,328.6,0.52,0.42,2020-12-07,1942,1,nominal,2.0NRT,290.7,2,D
32.35891,-93.14973,351.7,0.51,0.49,2020-12-07,1942,1,nominal,2.0NRT,290.7,9.4,D
32.93629,-85.32725,325.1,0.74,0.76,2020-12-07,1942,1,nominal,2.0NRT,281.9,4,D
32.04793,-98.07199,328.3,0.43,0.38,2020-12-07,1942,1,nominal,2.0NRT,294.2,2.1,D
32.55327,-93.87064,343.6,0.47,0.47,2020-12-07,1942,1,nominal,2.0NRT,290.3,6.6,D
32.60304,-93.5264,327.2,0.49,0.48,2020-12-07,1942,1,nominal,2.0NRT,287.5,4.1,D
32.42686,-95.93352,325.2,0.54,0.42,2020-12-07,1942,1,nominal,2.0NRT,290.5,2.8,D
32.31916,-97.73042,329.3,0.45,0.39,2020-12-07,1942,1,nominal,2.0NRT,291,3.3,D
32.3179,-97.73338,338.1,0.45,0.39,2020-12-07,1942,1,nominal,2.0NRT,292.7,5.6,D
32.45385,-97.03943,330.2,0.48,0.4,2020-12-07,1942,1,nominal,2.0NRT,294,2.9,D
32.45812,-97.03495,328.4,0.48,0.4,2020-12-07,1942,1,nominal,2.0NRT,298.5,3.8,D
31.59048,-103.69151,337.1,0.43,0.38,2020-12-07,1942,1,nominal,2.0NRT,298.2,2.3,D
32.08549,-100.65781,340.7,0.38,0.36,2020-12-07,1942,1,nominal,2.0NRT,297.5,3.5,D
31.95805,-101.75137,335.4,0.39,0.36,2020-12-07,1942,1,nominal,2.0NRT,297.6,1.8,D
30.4949,-109.6283,337,0.6,0.53,2020-12-07,1942,1,nominal,2.0NRT,300.2,6.4,D
32.94392,-97.65453,335.2,0.46,0.39,2020-12-07,1942,1,nominal,2.0NRT,292.9,6,D
32.94459,-98.91542,329.8,0.41,0.37,2020-12-07,1942,1,nominal,2.0NRT,293,2.2,D
33.70375,-95.15291,351.6,0.41,0.45,2020-12-07,1942,1,nominal,2.0NRT,294.1,94,D
33.70331,-95.15733,207.9,0.41,0.45,2020-12-07,1942,1,low,2.0NRT,321.3,94,D
33.70787,-95.15347,344.5,0.41,0.45,2020-12-07,1942,1,nominal,2.0NRT,291.2,5.3,D
33.64332,-96.18978,327.5,0.54,0.42,2020-12-07,1942,1,nominal,2.0NRT,289.3,5.3,D
33.89933,-95.33842,337.7,0.4,0.44,2020-12-07,1942,1,nominal,2.0NRT,288.8,4.6,D
33.89889,-95.34277,332.8,0.4,0.44,2020-12-07,1942,1,nominal,2.0NRT,288.6,4.6,D
33.38598,-99.78184,331,0.4,0.37,2020-12-07,1942,1,nominal,2.0NRT,294.4,5.1,D
33.38539,-99.78609,330,0.4,0.37,2020-12-07,1942,1,nominal,2.0NRT,294,5.1,D
34.09881,-94.17786,331.6,0.47,0.47,2020-12-07,1942,1,nominal,2.0NRT,287.8,5.8,D
34.09833,-94.18285,335.6,0.47,0.47,2020-12-07,1942,1,nominal,2.0NRT,290.3,5.8,D
34.09482,-94.17947,326.4,0.47,0.47,2020-12-07,1942,1,nominal,2.0NRT,288.8,4.7,D
34.09919,-94.18013,344.5,0.47,0.47,2020-12-07,1942,1,nominal,2.0NRT,290.2,4.7,D
34.39183,-93.20508,344.7,0.53,0.5,2020-12-07,1942,1,nominal,2.0NRT,287.3,6.2,D
34.39491,-93.20649,349.6,0.53,0.5,2020-12-07,1942,1,nominal,2.0NRT,288,10.1,D
34.24012,-96.8579,325,0.51,0.41,2020-12-07,1942,1,nominal,2.0NRT,288.6,3.1,D
32.34037,-109.51804,345.3,0.54,0.51,2020-12-07,1942,1,nominal,2.0NRT,295,10.2,D
32.33988,-109.51926,343.3,0.54,0.5,2020-12-07,1942,1,nominal,2.0NRT,295,5.9,D
32.34438,-109.52066,345.6,0.54,0.5,2020-12-07,1942,1,nominal,2.0NRT,294.2,5.9,D
35.08598,-91.9292,344.3,0.32,0.55,2020-12-07,1942,1,nominal,2.0NRT,286.7,5.1,D
35.08572,-91.93279,338.5,0.32,0.55,2020-12-07,1942,1,nominal,2.0NRT,286.8,3.9,D
34.56335,-98.10885,332.8,0.46,0.39,2020-12-07,1942,1,nominal,2.0NRT,294.3,3.9,D
34.81004,-96.32503,340.4,0.55,0.43,2020-12-07,1942,1,nominal,2.0NRT,292,12.9,D
35.03284,-96.73273,333.8,0.53,0.42,2020-12-07,1942,1,nominal,2.0NRT,291.9,9.7,D
34.9194,-98.20204,340.2,0.46,0.39,2020-12-07,1942,1,nominal,2.0NRT,295.6,9,D
35.30429,-94.79314,335.7,0.44,0.46,2020-12-07,1942,1,nominal,2.0NRT,286.8,3.7,D
35.08501,-96.96256,327.8,0.52,0.41,2020-12-07,1942,1,nominal,2.0NRT,290.6,3.8,D
35.68176,-90.64535,341.7,0.38,0.59,2020-12-07,1942,1,nominal,2.0NRT,278.2,8.5,D
35.6815,-90.64966,353.7,0.38,0.59,2020-12-07,1942,1,nominal,2.0NRT,286.8,8.5,D
35.68702,-92.85389,329.5,0.58,0.52,2020-12-07,1942,1,nominal,2.0NRT,287.5,5.4,D
35.68555,-92.87249,336.1,0.57,0.52,2020-12-07,1942,1,nominal,2.0NRT,287.6,3.5,D
35.69184,-92.85439,328.8,0.58,0.52,2020-12-07,1942,1,nominal,2.0NRT,286.6,7.1,D
35.69135,-92.86053,348.2,0.58,0.52,2020-12-07,1942,1,nominal,2.0NRT,287.2,7.1,D
35.69086,-92.86675,331.4,0.58,0.52,2020-12-07,1942,1,nominal,2.0NRT,286.4,4.4,D
35.95115,-88.9606,328.8,0.48,0.65,2020-12-07,1942,1,nominal,2.0NRT,280.9,2,D
35.70201,-92.84866,326.1,0.58,0.52,2020-12-07,1942,1,nominal,2.0NRT,286.8,4,D
35.71164,-92.84975,332.2,0.58,0.52,2020-12-07,1942,1,nominal,2.0NRT,288.7,5,D
35.69119,-92.8551,343.5,0.58,0.52,2020-12-07,1942,1,nominal,2.0NRT,287.3,10.2,D
35.69075,-92.86123,350.6,0.58,0.52,2020-12-07,1942,1,nominal,2.0NRT,288,6.5,D
35.69029,-92.8675,325.9,0.58,0.52,2020-12-07,1942,1,nominal,2.0NRT,286.1,6.5,D
35.70132,-92.84939,327.7,0.58,0.52,2020-12-07,1942,1,nominal,2.0NRT,286.8,3.7,D
35.71096,-92.85043,332.9,0.58,0.52,2020-12-07,1942,1,nominal,2.0NRT,289.5,6.9,D
35.54484,-97.07153,329.6,0.52,0.41,2020-12-07,1942,1,nominal,2.0NRT,290.5,5.7,D
35.7663,-96.02549,338.2,0.39,0.44,2020-12-07,1942,1,nominal,2.0NRT,289.8,4,D
35.71564,-96.74001,329,0.54,0.42,2020-12-07,1942,1,nominal,2.0NRT,290.4,11.1,D
36.1272,-93.15145,338.9,0.56,0.52,2020-12-07,1942,1,nominal,2.0NRT,287.1,7.9,D
36.334,-91.94208,352.4,0.33,0.55,2020-12-07,1942,1,nominal,2.0NRT,284.4,4.9,D
36.33375,-91.94584,343.7,0.33,0.55,2020-12-07,1942,1,nominal,2.0NRT,285.3,4.9,D
36.06173,-96.98788,329.5,0.53,0.42,2020-12-07,1942,1,nominal,2.0NRT,290.1,21.2,D
36.05962,-96.98956,331.4,0.53,0.42,2020-12-07,1942,1,nominal,2.0NRT,292.7,8.5,D
36.06346,-96.99015,330,0.53,0.42,2020-12-07,1942,1,nominal,2.0NRT,291.2,8.5,D
35.75025,-99.71957,330.9,0.41,0.37,2020-12-07,1942,1,nominal,2.0NRT,290.3,3.5,D
36.59738,-91.70304,349.9,0.34,0.56,2020-12-07,1942,1,nominal,2.0NRT,285.5,4.4,D
35.67099,-101.36751,336.4,0.39,0.36,2020-12-07,1942,1,nominal,2.0NRT,296.9,15.1,D
36.73508,-92.55866,341.9,0.61,0.54,2020-12-07,1942,1,nominal,2.0NRT,286,8.6,D
37.24511,-89.76215,349.8,0.44,0.63,2020-12-07,1942,1,nominal,2.0NRT,282.7,6.2,D
36.02284,-102.17608,343.8,0.38,0.36,2020-12-07,1942,1,nominal,2.0NRT,295.1,6.5,D
37.03719,-94.14685,342.4,0.5,0.49,2020-12-07,1942,1,nominal,2.0NRT,286.1,6.9,D
37.33352,-94.25887,337.9,0.5,0.49,2020-12-07,1942,1,nominal,2.0NRT,286.1,11.2,D
37.33305,-94.26456,337.2,0.5,0.49,2020-12-07,1942,1,nominal,2.0NRT,285.7,8.6,D
37.33805,-94.2594,355.2,0.5,0.49,2020-12-07,1942,1,nominal,2.0NRT,288.1,15.6,D
39.66621,-121.88596,355.7,0.41,0.45,2020-12-07,2130,1,nominal,2.0NRT,301.8,20.7,D
39.66576,-121.89068,352.6,0.41,0.45,2020-12-07,2130,1,nominal,2.0NRT,302.3,21.7,D
40.4809,-124.01054,328.6,0.5,0.41,2020-12-07,2130,1,nominal,2.0NRT,287.1,5.1,D
41.26625,-122.53772,351.1,0.4,0.44,2020-12-07,2130,1,nominal,2.0NRT,283.3,15.6,D
41.24308,-123.06952,338.3,0.56,0.43,2020-12-07,2130,1,nominal,2.0NRT,283.2,5.3,D
41.26906,-123.20697,333.2,0.55,0.43,2020-12-07,2130,1,nominal,2.0NRT,282.6,5.9,D
41.26862,-123.2082,333.1,0.55,0.43,2020-12-07,2130,1,nominal,2.0NRT,283,5,D
42.24859,-120.10508,349.4,0.54,0.5,2020-12-07,2130,1,nominal,2.0NRT,283,27.2,D
42.2481,-120.1118,337.5,0.53,0.5,2020-12-07,2130,1,nominal,2.0NRT,282.5,9.6,D
42.25322,-120.10584,342.4,0.54,0.5,2020-12-07,2130,1,nominal,2.0NRT,288.4,27.2,D
42.25273,-120.11269,342.4,0.53,0.5,2020-12-07,2130,1,nominal,2.0NRT,282.8,9.6,D
42.36786,-120.24666,338.2,0.53,0.5,2020-12-07,2130,1,nominal,2.0NRT,278,8.3,D
42.36743,-120.25254,345.9,0.53,0.5,2020-12-07,2130,1,nominal,2.0NRT,279.3,9,D
42.36654,-120.24789,345.3,0.53,0.5,2020-12-07,2130,1,nominal,2.0NRT,278.3,9.2,D
42.36614,-120.2537,340.3,0.53,0.5,2020-12-07,2130,1,nominal,2.0NRT,278.8,9.2,D
42.37573,-120.24981,328.6,0.53,0.5,2020-12-07,2130,1,nominal,2.0NRT,275.7,5.4,D
42.39036,-120.24049,329.8,0.53,0.5,2020-12-07,2130,1,nominal,2.0NRT,273.2,8.7,D
42.39,-120.24575,334.3,0.53,0.5,2020-12-07,2130,1,nominal,2.0NRT,274.6,8.7,D
42.38961,-120.25123,354.2,0.53,0.5,2020-12-07,2130,1,nominal,2.0NRT,277.9,19.9,D
42.38924,-120.2566,330.9,0.53,0.5,2020-12-07,2130,1,nominal,2.0NRT,277.7,19.9,D
42.39503,-120.24043,338.6,0.53,0.5,2020-12-07,2130,1,nominal,2.0NRT,276.2,29.1,D
42.39467,-120.24561,348.6,0.53,0.5,2020-12-07,2130,1,nominal,2.0NRT,281.3,29.1,D
42.39429,-120.25101,356,0.53,0.5,2020-12-07,2130,1,nominal,2.0NRT,280.6,22.7,D
42.39392,-120.25641,332.6,0.53,0.5,2020-12-07,2130,1,nominal,2.0NRT,275.2,22.7,D
42.39933,-120.24556,338,0.53,0.5,2020-12-07,2130,1,nominal,2.0NRT,276.8,29.1,D
42.18941,-123.56942,330.7,0.54,0.42,2020-12-07,2130,1,nominal,2.0NRT,276.9,3.4,D
42.18872,-123.57616,325.3,0.54,0.42,2020-12-07,2130,1,nominal,2.0NRT,275.5,3.4,D
42.19261,-123.57688,339.7,0.54,0.42,2020-12-07,2130,1,nominal,2.0NRT,279.4,50.7,D
42.18977,-123.57013,331.4,0.54,0.42,2020-12-07,2130,1,nominal,2.0NRT,277.6,4.9,D
42.18911,-123.57689,342.9,0.54,0.42,2020-12-07,2130,1,nominal,2.0NRT,278.3,33.1,D
42.18845,-123.58366,330.6,0.54,0.42,2020-12-07,2130,1,nominal,2.0NRT,276.3,33.1,D
42.193,-123.57758,345.6,0.54,0.42,2020-12-07,2130,1,nominal,2.0NRT,276.9,33.1,D
42.64582,-122.50992,340.7,0.41,0.45,2020-12-07,2130,1,nominal,2.0NRT,268.5,6.8,D
42.60264,-124.30768,343,0.51,0.41,2020-12-07,2130,1,nominal,2.0NRT,282.3,35.2,D
43.27386,-123.53002,329.8,0.56,0.43,2020-12-07,2130,1,nominal,2.0NRT,271.3,4.3,D
43.27105,-123.75513,332.3,0.55,0.43,2020-12-07,2130,1,nominal,2.0NRT,276.3,80.5,D
43.27436,-123.76196,348.4,0.55,0.43,2020-12-07,2130,1,nominal,2.0NRT,276.4,20.6,D
43.37816,-123.99619,333.2,0.54,0.42,2020-12-07,2130,1,nominal,2.0NRT,278.2,5.4,D
43.80332,-118.96802,336.9,0.63,0.54,2020-12-07,2130,1,nominal,2.0NRT,273.7,9.9,D
43.83646,-118.83077,327.8,0.32,0.55,2020-12-07,2130,1,nominal,2.0NRT,277.3,4.1,D
43.83671,-118.82642,356.7,0.32,0.55,2020-12-07,2130,1,low,2.0NRT,278.7,4.1,D
43.84151,-118.83128,356.9,0.32,0.55,2020-12-07,2130,1,low,2.0NRT,279.8,8.2,D
43.83554,-118.8274,355.9,0.32,0.55,2020-12-07,2130,1,nominal,2.0NRT,278.2,5.7,D
43.84061,-118.8277,338.5,0.32,0.55,2020-12-07,2130,1,nominal,2.0NRT,277.5,5.7,D
43.84038,-118.83211,356.1,0.32,0.55,2020-12-07,2130,1,low,2.0NRT,280.1,5.7,D
43.95441,-118.00186,343.5,0.36,0.57,2020-12-07,2130,1,nominal,2.0NRT,276.3,20,D
43.95463,-117.99741,356,0.36,0.57,2020-12-07,2130,1,low,2.0NRT,285.7,20,D
43.95996,-117.99679,356.3,0.36,0.57,2020-12-07,2130,1,low,2.0NRT,288.2,92.8,D
44.02493,-118.68375,348.4,0.33,0.55,2020-12-07,2130,1,nominal,2.0NRT,275.8,3.2,D
44.02472,-118.68774,329.4,0.33,0.55,2020-12-07,2130,1,nominal,2.0NRT,275.2,3.2,D
44.60924,-117.31844,328.8,0.39,0.59,2020-12-07,2130,1,nominal,2.0NRT,270.7,2.9,D
44.3501,-122.39233,346,0.43,0.46,2020-12-07,2130,1,nominal,2.0NRT,275.1,31.3,D
44.3496,-122.39849,331.4,0.43,0.46,2020-12-07,2130,1,nominal,2.0NRT,275,16.7,D
44.35384,-122.39912,339.2,0.43,0.46,2020-12-07,2130,1,nominal,2.0NRT,270.5,16.7,D
28.96667,-111.50092,342.7,0.62,0.72,2020-12-07,2124,1,nominal,2.0NRT,300.9,7.7,D
28.96634,-111.50735,355.6,0.62,0.71,2020-12-07,2124,1,nominal,2.0NRT,306.9,7.7,D
29.0328,-111.4613,330.6,0.63,0.72,2020-12-07,2124,1,nominal,2.0NRT,303.5,2.6,D
34.32243,-119.09982,332.4,0.5,0.49,2020-12-07,2124,1,nominal,2.0NRT,291.6,3.5,D
34.32879,-119.07917,367,0.5,0.49,2020-12-07,2124,1,high,2.0NRT,303.7,14.9,D
34.33472,-119.06365,336.2,0.5,0.49,2020-12-07,2124,1,nominal,2.0NRT,294.8,8.9,D
34.33425,-119.06894,352.1,0.5,0.49,2020-12-07,2124,1,nominal,2.0NRT,303.8,31.5,D
37.53372,-119.08669,332.2,0.54,0.51,2020-12-07,2124,1,nominal,2.0NRT,287.9,6.4,D
25.86089,-80.34924,296.5,0.57,0.52,2020-12-08,0630,1,nominal,2.0NRT,285.9,0.4,N
21.98986,-79.30719,299.9,0.44,0.46,2020-12-08,0630,1,nominal,2.0NRT,288.5,1.2,N
18.92927,-70.3539,334.2,0.47,0.4,2020-12-08,0630,1,nominal,2.0NRT,295.8,15.5,N
43.85351,-78.91666,302.3,0.36,0.57,2020-12-08,0624,1,nominal,2.0NRT,265.3,0.9,N
43.2764,-79.82697,297.9,0.4,0.6,2020-12-08,0624,1,nominal,2.0NRT,270.4,1.1,N
42.81238,-80.09595,310.4,0.4,0.6,2020-12-08,0624,1,nominal,2.0NRT,268.8,1.7,N
42.807,-80.1015,336.6,0.41,0.6,2020-12-08,0624,1,nominal,2.0NRT,271.2,3.1,N
42.80679,-80.09645,318.8,0.4,0.6,2020-12-08,0624,1,nominal,2.0NRT,272,3.5,N
42.80161,-80.10707,310.9,0.41,0.6,2020-12-08,0624,1,nominal,2.0NRT,267.5,3.1,N
42.3035,-83.1581,322.8,0.58,0.7,2020-12-08,0624,1,nominal,2.0NRT,271.3,3.7,N
42.29704,-83.15842,331,0.58,0.7,2020-12-08,0624,1,nominal,2.0NRT,270.6,3.7,N
42.29727,-83.17278,302.5,0.58,0.7,2020-12-08,0624,1,nominal,2.0NRT,268.2,1.6,N
41.57027,-84.04905,304.3,0.64,0.72,2020-12-08,0624,1,nominal,2.0NRT,268.4,2,N
41.47041,-83.36937,320.2,0.59,0.7,2020-12-08,0624,1,nominal,2.0NRT,271.9,3.2,N
41.22681,-83.21246,297.5,0.57,0.69,2020-12-08,0624,1,nominal,2.0NRT,269.2,1.4,N
39.94201,-76.81738,313.5,0.51,0.5,2020-12-08,0624,1,nominal,2.0NRT,271.1,2.1,N
39.94204,-76.8176,316.8,0.51,0.5,2020-12-08,0624,1,nominal,2.0NRT,271.3,2.9,N
39.42327,-74.54419,296,0.39,0.44,2020-12-08,0624,1,nominal,2.0NRT,268,0.5,N
37.51388,-76.61846,297.4,0.47,0.48,2020-12-08,0624,1,nominal,2.0NRT,251.6,0.7,N
37.38461,-80.66482,300,0.39,0.6,2020-12-08,0624,1,nominal,2.0NRT,269.6,1.2,N
36.35732,-76.80592,305,0.47,0.48,2020-12-08,0624,1,nominal,2.0NRT,273.3,1.2,N
35.17259,-81.41937,295.7,0.42,0.61,2020-12-08,0624,1,nominal,2.0NRT,270.9,0.7,N
34.37619,-79.88943,326.1,0.33,0.55,2020-12-08,0624,1,nominal,2.0NRT,274.4,1.8,N
34.23887,-84.80387,302.4,0.64,0.72,2020-12-08,0624,1,nominal,2.0NRT,270.6,1.8,N
33.01463,-79.88637,337.2,0.32,0.55,2020-12-08,0624,1,nominal,2.0NRT,279.5,3.2,N
29.5965,-81.5651,295.9,0.37,0.58,2020-12-08,0624,1,nominal,2.0NRT,278.3,0.4,N
29.59923,-81.56444,296.9,0.37,0.58,2020-12-08,0624,1,nominal,2.0NRT,278.5,0.4,N
28.7084,-82.04241,320.1,0.39,0.59,2020-12-08,0624,1,nominal,2.0NRT,279.2,2,N
28.7081,-82.03838,322.2,0.39,0.59,2020-12-08,0624,1,nominal,2.0NRT,279.6,2.5,N
23.42521,-97.89909,303.1,0.38,0.36,2020-12-08,0812,1,nominal,2.0NRT,281.8,0.8,N
22.71789,-98.15961,304.8,0.38,0.36,2020-12-08,0812,1,nominal,2.0NRT,283,1,N
20.94643,-89.66579,307.3,0.33,0.55,2020-12-08,0812,1,nominal,2.0NRT,287.6,1.1,N
22.50162,-97.97426,297.1,0.38,0.36,2020-12-08,0812,1,nominal,2.0NRT,281.4,0.6,N
22.50103,-97.97056,304.6,0.38,0.36,2020-12-08,0812,1,nominal,2.0NRT,282,0.6,N
23.43083,-104.93109,295.5,0.48,0.48,2020-12-08,0812,1,nominal,2.0NRT,277,0.9,N
22.44528,-97.94218,308.6,0.39,0.36,2020-12-08,0812,1,nominal,2.0NRT,282.8,1.1,N
22.3532,-97.87522,299.4,0.39,0.36,2020-12-08,0812,1,nominal,2.0NRT,285.8,1,N
22.26712,-97.80696,302.4,0.39,0.36,2020-12-08,0812,1,nominal,2.0NRT,289.2,4.8,N
22.26382,-97.80758,342.9,0.39,0.36,2020-12-08,0812,1,nominal,2.0NRT,293.9,4.8,N
22.26502,-97.815,299.2,0.39,0.36,2020-12-08,0812,1,nominal,2.0NRT,286.6,1,N
22.23729,-98.02498,297.5,0.38,0.36,2020-12-08,0812,1,nominal,2.0NRT,284.5,0.7,N
22.47325,-100.37995,303.3,0.41,0.37,2020-12-08,0812,1,nominal,2.0NRT,279.7,1.2,N
20.96219,-97.8436,314.3,0.39,0.36,2020-12-08,0812,1,nominal,2.0NRT,282.8,0.8,N
19.59289,-92.20332,323.7,0.49,0.48,2020-12-08,0812,1,nominal,2.0NRT,291.7,4.7,N
19.60129,-92.29101,332.6,0.48,0.48,2020-12-08,0812,1,nominal,2.0NRT,291.9,3.1,N
19.60219,-92.29549,311.3,0.48,0.48,2020-12-08,0812,1,nominal,2.0NRT,290.6,3.1,N
19.59275,-92.20171,329.5,0.49,0.48,2020-12-08,0812,1,nominal,2.0NRT,290.8,7.1,N
