latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
30.34234,-88.49144,298.5,0.51,0.66,2020-12-07,0648,1,nominal,2.0NRT,278.4,1.6,N
30.34284,-88.4919,295.7,0.51,0.66,2020-12-07,0648,1,nominal,2.0NRT,277.6,2.2,N
30.20801,-91.00424,313.4,0.73,0.76,2020-12-07,0648,1,nominal,2.0NRT,278.7,2.5,N
30.00359,-90.40601,296.1,0.67,0.73,2020-12-07,0648,1,nominal,2.0NRT,282.4,1.7,N
29.99649,-90.39948,297.3,0.67,0.73,2020-12-07,0648,1,nominal,2.0NRT,282.6,1.7,N
30.00215,-90.40466,297.6,0.67,0.73,2020-12-07,0648,1,nominal,2.0NRT,282.7,1.6,N
20.90011,-77.98228,299.4,0.38,0.36,2020-12-07,0648,1,nominal,2.0NRT,277.3,0.4,N
17.96571,-76.73124,305.8,0.42,0.37,2020-12-07,0648,1,nominal,2.0NRT,293.2,1.1,N
42.70868,-73.85095,295.5,0.4,0.37,2020-12-07,0642,1,nominal,2.0NRT,268.5,0.4,N
42.49815,-73.81634,296,0.4,0.37,2020-12-07,0642,1,nominal,2.0NRT,269.5,0.5,N
42.49701,-73.81816,298.8,0.4,0.37,2020-12-07,0642,1,nominal,2.0NRT,269.1,0.8,N
41.80289,-71.53266,303.7,0.39,0.36,2020-12-07,0642,1,nominal,2.0NRT,268.6,0.7,N
42.81131,-80.09195,295.1,0.46,0.47,2020-12-07,0642,1,nominal,2.0NRT,269.4,1.6,N
42.80742,-80.09834,334.1,0.46,0.47,2020-12-07,0642,1,nominal,2.0NRT,274.7,5.8,N
42.8079,-80.10405,299.6,0.46,0.47,2020-12-07,0642,1,nominal,2.0NRT,268,2.3,N
40.79284,-72.92646,302.5,0.38,0.36,2020-12-07,0642,1,nominal,2.0NRT,269.3,0.6,N
40.63645,-74.22112,300.3,0.4,0.37,2020-12-07,0642,1,nominal,2.0NRT,277,1.9,N
40.63579,-74.21646,298.7,0.4,0.37,2020-12-07,0642,1,nominal,2.0NRT,271.1,1,N
40.6278,-74.20879,306,0.4,0.37,2020-12-07,0642,1,nominal,2.0NRT,270.6,1.2,N
40.72894,-75.3045,295.9,0.42,0.38,2020-12-07,0642,1,nominal,2.0NRT,269.7,0.5,N
40.62476,-75.30893,295.8,0.42,0.38,2020-12-07,0642,1,nominal,2.0NRT,268.8,0.7,N
40.48074,-74.3885,297.2,0.4,0.37,2020-12-07,0642,1,nominal,2.0NRT,269.1,0.6,N
40.89299,-77.71124,326.1,0.51,0.41,2020-12-07,0642,1,nominal,2.0NRT,271,4,N
40.15261,-74.76996,319.3,0.4,0.37,2020-12-07,0642,1,nominal,2.0NRT,270,2.3,N
40.13695,-74.80777,312.2,0.4,0.37,2020-12-07,0642,1,nominal,2.0NRT,271.1,1.5,N
40.07215,-74.77155,299.8,0.4,0.37,2020-12-07,0642,1,nominal,2.0NRT,268.3,0.7,N
39.96399,-76.59834,304.1,0.45,0.39,2020-12-07,0642,1,nominal,2.0NRT,268.1,0.9,N
35.93756,-89.71688,302.9,0.67,0.73,2020-12-07,0642,1,nominal,2.0NRT,272.5,1.5,N
35.93623,-89.71741,318.5,0.67,0.73,2020-12-07,0642,1,nominal,2.0NRT,272.9,2.6,N
35.65241,-89.93526,301.9,0.68,0.74,2020-12-07,0642,1,nominal,2.0NRT,272.6,2.1,N
35.6459,-89.95113,295.7,0.68,0.74,2020-12-07,0642,1,nominal,2.0NRT,271.1,1.2,N
34.80649,-88.32481,298.2,0.55,0.68,2020-12-07,0642,1,nominal,2.0NRT,275.4,1.1,N
33.44147,-88.57085,302.2,0.55,0.68,2020-12-07,0642,1,nominal,2.0NRT,277,1.7,N
33.22115,-86.81709,304,0.43,0.62,2020-12-07,0642,1,nominal,2.0NRT,278,1,N
33.21973,-86.79298,310.3,0.43,0.62,2020-12-07,0642,1,nominal,2.0NRT,277.8,1.2,N
33.23611,-87.51398,300.1,0.48,0.64,2020-12-07,0642,1,nominal,2.0NRT,277.9,1.1,N
33.23015,-87.51462,301.4,0.48,0.64,2020-12-07,0642,1,nominal,2.0NRT,276.8,1.1,N
33.23903,-87.50913,296.7,0.48,0.64,2020-12-07,0642,1,nominal,2.0NRT,277.9,1.5,N
33.23337,-87.51494,310.3,0.48,0.64,2020-12-07,0642,1,nominal,2.0NRT,277.5,1.5,N
33.10367,-86.801,298.2,0.43,0.62,2020-12-07,0642,1,nominal,2.0NRT,278.1,1,N
33.09248,-86.80678,303.1,0.43,0.62,2020-12-07,0642,1,nominal,2.0NRT,279.7,1.4,N
32.54022,-88.6548,298,0.55,0.68,2020-12-07,0642,1,nominal,2.0NRT,275.9,1.3,N
31.15302,-87.99045,336.6,0.49,0.65,2020-12-07,0642,1,nominal,2.0NRT,281.1,4.9,N
31.15123,-87.99134,328.5,0.49,0.65,2020-12-07,0642,1,nominal,2.0NRT,278.7,3.8,N
31.15092,-87.9862,301.3,0.49,0.65,2020-12-07,0642,1,nominal,2.0NRT,280.6,3.7,N
30.94481,-88.01724,314.3,0.49,0.65,2020-12-07,0642,1,nominal,2.0NRT,279.2,1.9,N
30.94452,-88.0121,316.2,0.49,0.65,2020-12-07,0642,1,nominal,2.0NRT,280.9,3.3,N
30.93879,-88.01777,304.3,0.49,0.65,2020-12-07,0642,1,nominal,2.0NRT,278.5,1.9,N
30.94869,-88.01251,320.5,0.49,0.65,2020-12-07,0642,1,nominal,2.0NRT,278.7,1.6,N
30.94299,-88.01818,311.7,0.49,0.65,2020-12-07,0642,1,nominal,2.0NRT,278.1,1.6,N
30.94267,-88.01305,299,0.49,0.65,2020-12-07,0642,1,nominal,2.0NRT,280.8,1.6,N
48.4988,-95.9771,298.4,0.39,0.36,2020-12-07,0824,1,nominal,2.0NRT,268.4,0.7,N
48.53322,-100.14908,312.6,0.48,0.4,2020-12-07,0824,1,nominal,2.0NRT,266.1,1,N
47.7315,-96.06033,303.1,0.39,0.36,2020-12-07,0824,1,nominal,2.0NRT,265.7,1.1,N
48.06322,-102.35101,324.9,0.38,0.43,2020-12-07,0824,1,nominal,2.0NRT,272.4,2.4,N
48.11033,-103.16733,300,0.41,0.45,2020-12-07,0824,1,nominal,2.0NRT,268.5,0.8,N
43.26603,-79.81027,300.5,0.59,0.7,2020-12-07,0824,1,nominal,2.0NRT,267.9,1.6,N
47.78274,-102.70345,297.2,0.39,0.44,2020-12-07,0824,1,nominal,2.0NRT,270.2,0.8,N
47.76345,-103.21982,309.9,0.41,0.45,2020-12-07,0824,1,nominal,2.0NRT,270.5,0.8,N
47.70475,-102.66248,305,0.39,0.44,2020-12-07,0824,1,nominal,2.0NRT,271.3,0.8,N
47.72951,-103.02563,297.6,0.4,0.45,2020-12-07,0824,1,nominal,2.0NRT,268.6,0.7,N
47.70274,-102.77473,335.9,0.39,0.44,2020-12-07,0824,1,nominal,2.0NRT,274.9,2.5,N
47.64762,-102.71069,300,0.39,0.44,2020-12-07,0824,1,nominal,2.0NRT,271,0.7,N
47.65496,-103.07861,312.1,0.41,0.45,2020-12-07,0824,1,nominal,2.0NRT,271.3,1.4,N
47.65668,-103.07919,307.5,0.41,0.45,2020-12-07,0824,1,nominal,2.0NRT,270.4,0.8,N
42.81081,-80.09586,311.1,0.59,0.7,2020-12-07,0824,1,nominal,2.0NRT,268.2,3,N
42.80487,-80.09935,326.4,0.59,0.7,2020-12-07,0824,1,nominal,2.0NRT,270.7,6.3,N
42.80703,-80.10593,297.2,0.59,0.7,2020-12-07,0824,1,nominal,2.0NRT,265.5,4,N
42.81471,-80.09316,298.9,0.59,0.7,2020-12-07,0824,1,nominal,2.0NRT,266.6,3.2,N
42.80879,-80.09671,327.2,0.59,0.7,2020-12-07,0824,1,nominal,2.0NRT,270.8,3.2,N
42.80499,-80.10683,299,0.59,0.7,2020-12-07,0824,1,nominal,2.0NRT,265.8,1.8,N
42.80285,-80.10023,309.7,0.59,0.7,2020-12-07,0824,1,nominal,2.0NRT,269.1,1.8,N
42.07946,-97.36143,302.7,0.38,0.36,2020-12-07,0824,1,nominal,2.0NRT,271.8,1,N
41.00443,-96.1531,305.5,0.4,0.37,2020-12-07,0824,1,nominal,2.0NRT,271.7,1.1,N
38.75318,-92.89548,309,0.54,0.42,2020-12-07,0824,1,nominal,2.0NRT,270.4,1.6,N
37.49805,-94.33569,319,0.49,0.4,2020-12-07,0824,1,nominal,2.0NRT,272.3,2.6,N
37.69809,-95.46206,296.6,0.44,0.38,2020-12-07,0824,1,nominal,2.0NRT,273.3,0.8,N
37.79506,-96.87442,295.7,0.4,0.37,2020-12-07,0824,1,nominal,2.0NRT,278,1.5,N
36.30106,-91.7492,322.2,0.45,0.47,2020-12-07,0824,1,nominal,2.0NRT,273.2,3.1,N
38.23676,-104.60608,295.9,0.56,0.43,2020-12-07,0824,1,nominal,2.0NRT,269.1,1.4,N
34.64014,-87.08432,295.8,0.45,0.63,2020-12-07,0824,1,nominal,2.0NRT,277.3,0.8,N
38.16882,-109.28049,338,0.33,0.55,2020-12-07,0824,1,nominal,2.0NRT,264,2.2,N
36.3874,-95.40604,306.2,0.46,0.39,2020-12-07,0824,1,nominal,2.0NRT,272.3,1.1,N
36.66451,-97.06859,296.8,0.41,0.37,2020-12-07,0824,1,nominal,2.0NRT,273.1,1.1,N
36.51873,-97.83923,324.1,0.39,0.36,2020-12-07,0824,1,nominal,2.0NRT,274.5,2.3,N
33.22155,-86.81629,295.5,0.5,0.66,2020-12-07,0824,1,nominal,2.0NRT,275.9,0.6,N
33.10575,-86.80128,298.4,0.51,0.66,2020-12-07,0824,1,nominal,2.0NRT,276.8,0.8,N
33.23578,-87.51144,298.5,0.46,0.63,2020-12-07,0824,1,nominal,2.0NRT,278.7,1.3,N
33.23017,-87.51348,315.3,0.46,0.63,2020-12-07,0824,1,nominal,2.0NRT,277.5,1.3,N
33.23455,-87.50904,299.2,0.46,0.63,2020-12-07,0824,1,nominal,2.0NRT,278.9,1.3,N
33.23019,-87.51582,301.3,0.46,0.63,2020-12-07,0824,1,nominal,2.0NRT,277.6,1.3,N
33.44848,-88.58244,296.1,0.39,0.6,2020-12-07,0824,1,nominal,2.0NRT,275.7,0.8,N
33.44004,-88.57207,312.4,0.4,0.6,2020-12-07,0824,1,nominal,2.0NRT,276.5,1.1,N
34.20414,-97.10247,295.8,0.43,0.38,2020-12-07,0824,1,nominal,2.0NRT,280.5,1.1,N
32.31417,-90.13558,321,0.34,0.56,2020-12-07,0824,1,nominal,2.0NRT,277.3,1.6,N
33.68383,-96.64023,296.9,0.45,0.39,2020-12-07,0824,1,nominal,2.0NRT,273.3,0.4,N
31.5839,-87.49063,295.9,0.51,0.66,2020-12-07,0824,1,nominal,2.0NRT,280,1.1,N
31.15423,-87.98587,298.9,0.49,0.65,2020-12-07,0824,1,nominal,2.0NRT,278.8,1.5,N
31.1498,-87.99284,296.6,0.49,0.65,2020-12-07,0824,1,nominal,2.0NRT,277.7,1.3,N
31.14849,-87.98791,310,0.49,0.65,2020-12-07,0824,1,nominal,2.0NRT,279.7,1.3,N
31.1509,-87.989,329.8,0.49,0.65,2020-12-07,0824,1,nominal,2.0NRT,279.8,3.9,N
30.94526,-88.01194,304.9,0.49,0.65,2020-12-07,0824,1,nominal,2.0NRT,279,2.8,N
30.9395,-88.01398,329.5,0.49,0.65,2020-12-07,0824,1,nominal,2.0NRT,281.7,2.8,N
32.46264,-97.02173,295.9,0.45,0.39,2020-12-07,0824,1,nominal,2.0NRT,278.5,0.7,N
32.45821,-97.03755,325.8,0.45,0.39,2020-12-07,0824,1,nominal,2.0NRT,284.1,2.7,N
32.45557,-97.04312,313.6,0.45,0.39,2020-12-07,0824,1,nominal,2.0NRT,276.9,2.2,N
30.34428,-88.48986,295.3,0.48,0.64,2020-12-07,0824,1,nominal,2.0NRT,281.7,1.1,N
30.34305,-88.48511,298.2,0.48,0.64,2020-12-07,0824,1,nominal,2.0NRT,284.5,1.1,N
32.58577,-100.75974,308.2,0.38,0.36,2020-12-07,0824,1,nominal,2.0NRT,274.1,0.5,N
30.58506,-91.24165,299.9,0.32,0.55,2020-12-07,0824,1,nominal,2.0NRT,278.3,0.4,N
32.35299,-100.51112,296,0.38,0.36,2020-12-07,0824,1,nominal,2.0NRT,273.9,0.4,N
30.74857,-92.253,300.4,0.56,0.52,2020-12-07,0824,1,nominal,2.0NRT,278.1,1.1,N
30.48617,-91.18068,297.3,0.33,0.55,2020-12-07,0824,1,nominal,2.0NRT,282.8,0.9,N
30.48537,-91.17738,296.9,0.33,0.55,2020-12-07,0824,1,nominal,2.0NRT,284.2,1.1,N
30.75125,-92.25263,298,0.56,0.52,2020-12-07,0824,1,nominal,2.0NRT,277.4,1.1,N
30.48635,-91.17992,297.5,0.33,0.55,2020-12-07,0824,1,nominal,2.0NRT,283.6,1.5,N
30.48557,-91.17661,295.9,0.33,0.55,2020-12-07,0824,1,nominal,2.0NRT,284.7,1.3,N
33.42003,-110.86278,303.2,0.37,0.58,2020-12-07,0824,1,nominal,2.0NRT,277,0.9,N
31.01727,-93.87473,295.6,0.45,0.47,2020-12-07,0824,1,nominal,2.0NRT,276.9,0.6,N
32.37966,-101.53595,295.8,0.39,0.36,2020-12-07,0824,1,nominal,2.0NRT,272.6,0.3,N
32.38728,-101.61089,336.9,0.39,0.36,2020-12-07,0824,1,nominal,2.0NRT,283.2,6.2,N
31.71113,-97.59285,304.7,0.44,0.38,2020-12-07,0824,1,nominal,2.0NRT,276.7,0.7,N
32.36452,-101.61405,321.2,0.39,0.36,2020-12-07,0824,1,nominal,2.0NRT,273.9,2.1,N
30.80821,-93.07833,295.4,0.5,0.49,2020-12-07,0824,1,nominal,2.0NRT,277,0.7,N
30.32606,-91.23759,297.2,0.33,0.55,2020-12-07,0824,1,nominal,2.0NRT,280.5,1,N
31.41108,-96.30399,299.5,0.5,0.41,2020-12-07,0824,1,nominal,2.0NRT,277.4,0.6,N
30.33052,-91.27872,296,0.33,0.55,2020-12-07,0824,1,nominal,2.0NRT,279.8,0.5,N
32.27919,-101.40729,296.7,0.39,0.36,2020-12-07,0824,1,nominal,2.0NRT,276.8,0.5,N
31.48271,-97.24291,298.8,0.45,0.39,2020-12-07,0824,1,nominal,2.0NRT,276.9,0.3,N
30.00256,-90.39983,298.5,0.38,0.58,2020-12-07,0824,1,nominal,2.0NRT,283.2,0.9,N
29.99736,-90.40151,296.7,0.38,0.58,2020-12-07,0824,1,nominal,2.0NRT,282.5,0.9,N
32.18699,-101.56469,297,0.39,0.36,2020-12-07,0824,1,nominal,2.0NRT,271,0.5,N
30.05189,-90.66995,298.6,0.36,0.57,2020-12-07,0824,1,nominal,2.0NRT,279.7,0.7,N
29.98672,-90.44931,295.2,0.37,0.58,2020-12-07,0824,1,nominal,2.0NRT,279.8,0.7,N
32.20252,-101.99017,299.2,0.4,0.37,2020-12-07,0824,1,nominal,2.0NRT,272.1,0.7,N
29.98781,-90.44831,295,0.37,0.58,2020-12-07,0824,1,nominal,2.0NRT,280.1,0.9,N
32.08693,-101.84989,319.9,0.39,0.36,2020-12-07,0824,1,nominal,2.0NRT,272.2,1.3,N
32.08631,-101.84575,302.2,0.39,0.36,2020-12-07,0824,1,nominal,2.0NRT,272.9,1.3,N
30.54932,-93.45466,302.5,0.48,0.48,2020-12-07,0824,1,nominal,2.0NRT,277.4,0.6,N
32.22324,-103.52944,295.8,0.44,0.38,2020-12-07,0824,1,nominal,2.0NRT,270.8,0.6,N
32.13463,-103.30013,303.2,0.43,0.38,2020-12-07,0824,1,nominal,2.0NRT,272.3,1,N
31.83495,-101.68599,315.4,0.39,0.36,2020-12-07,0824,1,nominal,2.0NRT,274.4,18.3,N
31.83164,-101.68667,329.3,0.39,0.36,2020-12-07,0824,1,nominal,2.0NRT,287.6,18.3,N
30.25997,-93.2867,298.7,0.5,0.49,2020-12-07,0824,1,nominal,2.0NRT,279.9,0.9,N
30.24342,-93.27526,296.4,0.5,0.49,2020-12-07,0824,1,nominal,2.0NRT,284.8,1.5,N
30.11481,-93.29819,307.8,0.5,0.49,2020-12-07,0824,1,nominal,2.0NRT,279.5,0.9,N
29.68692,-91.47414,303.3,0.33,0.55,2020-12-07,0824,1,nominal,2.0NRT,280.3,0.8,N
31.69518,-102.10266,316.4,0.4,0.37,2020-12-07,0824,1,nominal,2.0NRT,272.6,1.5,N
30.05451,-93.33444,298.8,0.5,0.49,2020-12-07,0824,1,nominal,2.0NRT,278.1,0.4,N
30.03837,-94.04271,296.4,0.46,0.47,2020-12-07,0824,1,nominal,2.0NRT,280.9,0.6,N
30.03314,-94.03925,304,0.46,0.47,2020-12-07,0824,1,nominal,2.0NRT,278.9,0.6,N
30.03109,-94.04163,304.2,0.46,0.47,2020-12-07,0824,1,nominal,2.0NRT,279.3,1,N
30.0056,-93.98445,295,0.46,0.47,2020-12-07,0824,1,nominal,2.0NRT,278.7,0.6,N
31.36571,-101.77592,321.8,0.39,0.36,2020-12-07,0824,1,nominal,2.0NRT,272.7,2.1,N
31.36301,-101.78066,312.1,0.39,0.36,2020-12-07,0824,1,nominal,2.0NRT,274.6,1,N
31.96644,-106.58601,300.2,0.4,0.44,2020-12-07,0824,1,nominal,2.0NRT,274.8,1,N
31.64835,-104.01467,314.3,0.45,0.39,2020-12-07,0824,1,nominal,2.0NRT,270.2,1.4,N
29.89033,-93.95935,295.2,0.47,0.48,2020-12-07,0824,1,nominal,2.0NRT,284,1.8,N
29.83707,-93.96435,295.7,0.47,0.48,2020-12-07,0824,1,nominal,2.0NRT,278.5,0.8,N
29.75842,-93.87835,304.4,0.48,0.48,2020-12-07,0824,1,nominal,2.0NRT,282.2,1.7,N
29.75741,-93.87354,303.9,0.48,0.48,2020-12-07,0824,1,nominal,2.0NRT,279.4,1.6,N
29.75412,-93.87955,299.3,0.48,0.48,2020-12-07,0824,1,nominal,2.0NRT,281.4,1.2,N
29.88075,-94.91309,296.9,0.41,0.45,2020-12-07,0824,1,nominal,2.0NRT,279.6,0.5,N
29.87031,-94.92476,300.7,0.41,0.45,2020-12-07,0824,1,nominal,2.0NRT,281.4,0.9,N
29.82455,-95.24284,298,0.4,0.44,2020-12-07,0824,1,nominal,2.0NRT,277.6,0.5,N
29.74574,-95.00037,297.1,0.41,0.45,2020-12-07,0824,1,nominal,2.0NRT,284.2,0.9,N
29.7417,-95.00146,295.1,0.41,0.45,2020-12-07,0824,1,nominal,2.0NRT,284,1.6,N
29.72354,-95.11969,295.1,0.41,0.45,2020-12-07,0824,1,nominal,2.0NRT,284.6,1.1,N
29.71161,-95.06206,307.1,0.41,0.45,2020-12-07,0824,1,nominal,2.0NRT,281.1,1,N
29.72335,-95.18011,301.4,0.4,0.44,2020-12-07,0824,1,nominal,2.0NRT,279.1,0.8,N
29.7225,-95.17603,305.1,0.4,0.44,2020-12-07,0824,1,nominal,2.0NRT,280,0.8,N
29.72774,-95.22171,297.2,0.4,0.44,2020-12-07,0824,1,nominal,2.0NRT,280.3,1.1,N
29.72626,-95.23491,298.5,0.4,0.44,2020-12-07,0824,1,nominal,2.0NRT,279.7,1,N
29.72123,-95.21064,298.5,0.4,0.44,2020-12-07,0824,1,nominal,2.0NRT,283,0.8,N
29.72792,-95.22469,297.9,0.4,0.44,2020-12-07,0824,1,nominal,2.0NRT,282.9,0.9,N
29.72555,-95.23387,301.8,0.4,0.44,2020-12-07,0824,1,nominal,2.0NRT,281.3,0.7,N
29.71676,-95.23198,295.8,0.4,0.44,2020-12-07,0824,1,nominal,2.0NRT,284,1.4,N
29.71277,-95.23308,297.5,0.4,0.44,2020-12-07,0824,1,nominal,2.0NRT,285.3,0.8,N
29.61617,-95.02936,300.7,0.41,0.45,2020-12-07,0824,1,nominal,2.0NRT,280.4,0.4,N
29.37196,-94.89221,295.9,0.42,0.46,2020-12-07,0824,1,nominal,2.0NRT,283,0.6,N
29.37758,-94.94014,302.7,0.42,0.45,2020-12-07,0824,1,nominal,2.0NRT,284.7,0.9,N
29.37671,-94.93591,301.3,0.42,0.45,2020-12-07,0824,1,nominal,2.0NRT,285.7,0.9,N
29.37407,-94.92317,306.4,0.42,0.45,2020-12-07,0824,1,nominal,2.0NRT,285,1.1,N
29.37318,-94.91892,300.8,0.42,0.45,2020-12-07,0824,1,nominal,2.0NRT,285.4,1.1,N
29.36732,-94.9115,296.9,0.42,0.45,2020-12-07,0824,1,nominal,2.0NRT,284.6,1,N
29.57753,-98.03358,328.9,0.45,0.39,2020-12-07,0824,1,nominal,2.0NRT,278.7,6,N
29.00277,-95.40137,312.9,0.4,0.45,2020-12-07,0824,1,nominal,2.0NRT,281.2,1,N
29.33901,-97.11304,296,0.49,0.4,2020-12-07,0824,1,nominal,2.0NRT,277.8,1.5,N
29.07015,-95.75121,297.3,0.39,0.44,2020-12-07,0824,1,nominal,2.0NRT,284.4,1.6,N
28.99792,-95.39838,305.2,0.4,0.45,2020-12-07,0824,1,nominal,2.0NRT,283,1,N
29.06622,-95.75222,302.3,0.39,0.44,2020-12-07,0824,1,nominal,2.0NRT,282.2,0.9,N
28.70024,-96.53047,308.1,0.53,0.42,2020-12-07,0824,1,nominal,2.0NRT,282.1,1.2,N
28.91671,-98.03431,309.5,0.45,0.39,2020-12-07,0824,1,nominal,2.0NRT,276.6,1.2,N
30.49535,-109.63116,338.6,0.57,0.52,2020-12-07,0824,1,nominal,2.0NRT,280,9.7,N
28.89619,-98.06299,303.4,0.45,0.39,2020-12-07,0824,1,nominal,2.0NRT,276.4,0.5,N
28.8221,-97.94144,311.6,0.46,0.39,2020-12-07,0824,1,nominal,2.0NRT,275.9,1.4,N
28.82302,-97.93922,317.5,0.46,0.39,2020-12-07,0824,1,nominal,2.0NRT,277.4,1.6,N
28.85436,-99.43978,309,0.41,0.37,2020-12-07,0824,1,nominal,2.0NRT,277.1,0.8,N
27.89119,-97.27389,299,0.51,0.41,2020-12-07,0824,1,nominal,2.0NRT,281,1.1,N
27.89024,-97.26884,302.9,0.51,0.41,2020-12-07,0824,1,nominal,2.0NRT,283.3,1.1,N
27.88653,-97.26973,312.4,0.51,0.41,2020-12-07,0824,1,nominal,2.0NRT,282.5,1.1,N
27.82368,-97.20526,316.1,0.51,0.41,2020-12-07,0824,1,nominal,2.0NRT,281.2,1.8,N
27.83161,-97.49928,299,0.49,0.41,2020-12-07,0824,1,nominal,2.0NRT,284.5,0.6,N
27.83257,-97.52486,296.3,0.49,0.41,2020-12-07,0824,1,nominal,2.0NRT,285.7,0.7,N
27.81398,-97.4258,303.5,0.5,0.41,2020-12-07,0824,1,nominal,2.0NRT,281.7,1.1,N
27.81689,-97.48215,300.8,0.5,0.41,2020-12-07,0824,1,nominal,2.0NRT,287.5,2.1,N
27.81596,-97.47722,299.5,0.5,0.41,2020-12-07,0824,1,nominal,2.0NRT,282.3,1.2,N
28.10078,-101.10449,298.6,0.39,0.36,2020-12-07,0824,1,nominal,2.0NRT,275.9,0.5,N
28.68562,-106.09138,301.9,0.52,0.41,2020-12-07,0824,1,nominal,2.0NRT,272.3,1.5,N
28.93033,-110.82894,296.2,0.33,0.55,2020-12-07,0824,1,nominal,2.0NRT,278.9,0.4,N
49.75267,-101.74645,303.3,0.57,0.43,2020-12-07,0818,1,nominal,2.0NRT,271.8,2,N
46.52019,-84.37841,316,0.58,0.52,2020-12-07,0818,1,nominal,2.0NRT,269.8,2.5,N
46.51498,-84.39763,300.8,0.58,0.52,2020-12-07,0818,1,nominal,2.0NRT,265.2,1.2,N
46.51403,-84.39648,296.2,0.58,0.52,2020-12-07,0818,1,nominal,2.0NRT,265,1.1,N
28.23287,-108.39263,303.7,0.46,0.47,2020-12-07,0830,1,nominal,2.0NRT,279.5,1.4,N
27.81521,-107.63812,300.1,0.41,0.45,2020-12-07,0830,1,nominal,2.0NRT,270,1.2,N
26.88869,-101.44796,326.7,0.39,0.36,2020-12-07,0830,1,nominal,2.0NRT,281.4,2,N
26.89054,-101.45948,305,0.39,0.36,2020-12-07,0830,1,nominal,2.0NRT,281.6,1.1,N
26.8893,-101.4518,296,0.39,0.36,2020-12-07,0830,1,nominal,2.0NRT,279.3,1.3,N
26.88725,-101.46014,342.8,0.39,0.36,2020-12-07,0830,1,nominal,2.0NRT,286.6,4.8,N
26.88602,-101.45246,323.5,0.39,0.36,2020-12-07,0830,1,nominal,2.0NRT,280.7,1.4,N
26.88663,-101.4563,295.5,0.39,0.36,2020-12-07,0830,1,nominal,2.0NRT,281.3,1.4,N
26.87985,-101.41408,313.3,0.39,0.36,2020-12-07,0830,1,nominal,2.0NRT,283.1,1.7,N
26.85641,-101.39502,305.7,0.39,0.36,2020-12-07,0830,1,nominal,2.0NRT,276.6,0.8,N
27.6526,-108.18161,326.2,0.44,0.46,2020-12-07,0830,1,nominal,2.0NRT,280.8,10.8,N
27.65346,-108.18943,300.5,0.44,0.46,2020-12-07,0830,1,nominal,2.0NRT,276.6,3.4,N
27.64838,-108.18225,353.9,0.44,0.46,2020-12-07,0830,1,nominal,2.0NRT,286.5,10.8,N
26.01959,-98.48358,304,0.47,0.4,2020-12-07,0830,1,nominal,2.0NRT,280.6,1.1,N
25.77365,-100.17719,301,0.41,0.37,2020-12-07,0830,1,nominal,2.0NRT,282.4,0.7,N
25.74822,-100.23286,298.2,0.41,0.37,2020-12-07,0830,1,nominal,2.0NRT,280.7,0.3,N
25.74934,-100.32038,296.3,0.41,0.37,2020-12-07,0830,1,nominal,2.0NRT,282.8,0.3,N
25.7211,-100.30463,321.1,0.41,0.37,2020-12-07,0830,1,nominal,2.0NRT,286.4,2,N
25.71973,-100.29657,326.6,0.41,0.37,2020-12-07,0830,1,nominal,2.0NRT,284.2,2.3,N
25.72041,-100.30059,303.9,0.41,0.37,2020-12-07,0830,1,nominal,2.0NRT,285.3,2,N
25.69805,-100.27187,312.3,0.41,0.37,2020-12-07,0830,1,nominal,2.0NRT,284.4,0.9,N
25.69949,-100.3008,317.1,0.41,0.37,2020-12-07,0830,1,nominal,2.0NRT,283.7,1.6,N
25.6988,-100.29678,313.3,0.41,0.37,2020-12-07,0830,1,nominal,2.0NRT,284.4,1.6,N
25.58376,-99.93628,309.1,0.42,0.38,2020-12-07,0830,1,nominal,2.0NRT,280.8,1.7,N
25.58034,-99.937,307.9,0.42,0.38,2020-12-07,0830,1,nominal,2.0NRT,279.7,1,N
25.61458,-100.86728,302.8,0.4,0.37,2020-12-07,0830,1,nominal,2.0NRT,276.1,1.2,N
26.551,-107.53706,308.8,0.39,0.44,2020-12-07,0830,1,nominal,2.0NRT,282.2,0.9,N
26.53832,-107.81362,295.8,0.4,0.44,2020-12-07,0830,1,nominal,2.0NRT,279.1,0.5,N
25.48777,-103.40044,297.9,0.39,0.36,2020-12-07,0830,1,nominal,2.0NRT,277,0.7,N
25.48719,-103.39658,306.6,0.39,0.36,2020-12-07,0830,1,nominal,2.0NRT,279.5,1.1,N
25.05334,-111.57661,307.6,0.33,0.55,2020-12-07,0830,1,nominal,2.0NRT,279.9,0.9,N
23.53283,-105.50202,296.7,0.43,0.38,2020-12-07,0830,1,nominal,2.0NRT,282.5,0.7,N
23.52941,-105.5031,304.5,0.43,0.38,2020-12-07,0830,1,nominal,2.0NRT,283.6,0.7,N
23.52541,-105.49997,306.1,0.43,0.38,2020-12-07,0830,1,nominal,2.0NRT,284,1.3,N
23.43419,-104.92446,296.1,0.41,0.37,2020-12-07,0830,1,nominal,2.0NRT,274.1,0.6,N
23.42043,-106.40587,300.1,0.47,0.4,2020-12-07,0830,1,nominal,2.0NRT,282.2,0.8,N
23.41982,-106.40127,303.9,0.47,0.4,2020-12-07,0830,1,nominal,2.0NRT,281.6,0.8,N
20.58019,-101.17345,305.3,0.42,0.38,2020-12-07,0830,1,nominal,2.0NRT,272.1,1.7,N
